firstName,lastName,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,status,active,statsperform_id,opta_id,stats_id,placeOfBirth,height,foot,weight
Michael Amir,Murillo Bermudez,M. Murillo,Panama,5nhk7v9jq6dqmfbn4hiihhofv,Defender,player,2/11/1996,Panama,5nhk7v9jq6dqmfbn4hiihhofv,62,active,yes,b3vvxolwxcukqk76hb4scvh79,204401,871739,Panama City,183,right,75
Yari,Verschaeren,Y. Verschaeren,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,7/12/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,51,active,yes,bu7cw3305zs2u7uj2ed5t867e,438012,1152534,Sint-Niklaas,172,right,
Timon,Vanhoutte,T. Vanhoutte,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1/29/2004,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,no,c716rboejsazxhoosf6l0v6dw,511581,1230865,,,,
Warner,Lloyd Hahn,W. Hahn,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Goalkeeper,player,6/15/1992,Netherlands,6hzi5pltnz67q4la8yli9qfv6,24,active,no,ch1ehgr9guufs2wmz5dbvmvo5,120151,614857,Rotterdam,198,right,88
James Alexander,Lawrence,J. Lawrence,Wales,26ilvvgth36hmq6lgq8cy5cb5,Defender,player,8/22/1992,England,1fk5l4hkqk12i7zske6mcqju6,3,active,no,co29e48tuch0xigvnj98fwc7p,108404,631016,Henley-on-Thames,188,left,81
Percy Muzi,Tau,P. Tau,South Africa,1kiwby3xmt97m3ejw76qs4i6k,Attacker,player,5/13/1994,South Africa,1kiwby3xmt97m3ejw76qs4i6k,11,active,no,cpchs83o7jkdwzdclxgm8q0gl,230127,821444,Witbank,175,left,
Kemar Michael,Lawrence,K. Lawrence,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Defender,player,9/17/1992,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,92,active,no,ctcf8m5r0uqvzgtr0qkfbnc9h,170827,786868,Kingston,178,left,73
Marco,Kana,M. Kana,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,8/8/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,55,active,yes,cu3a4pb4a9g6d0qir3oakd46i,459667,1180729,Kinshasa,178,right,
Bubacarr,Sanneh,B. Sanneh,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,11/14/1994,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,,active,no,cu3p9al44hgmwxejq12yad9sl,228043,805199,,183,right,75
Paul Omo,Mukairu,P. Mukairu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1/18/2000,Nigeria,63pvdwrsiq5b07mzi8igqei9p,12,active,no,dqybftxqx6q0q5sqk20icmgru,490584,1175413,Abuja,182,right,
Antonio,Milić,A. Milić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,3/10/1994,Croatia,37hlakrwxyuzovaeoo4sezusp,44,active,no,eb91rkg66av8owi9wqfp9hyad,102349,738855,Splît,190,left,81
Lukas,Nmecha,L. Nmecha,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,12/14/1998,Germany,36min0qztu8eydwvpv8t1is0m,7,active,no,embn1jhcly07i6pjcvcdiavo5,174594,991619,Hamburg,185,right,80
Adrien,Trebel,A. Trebel,France,7gww28djs405rfga69smki84o,Midfielder,player,3/3/1991,France,7gww28djs405rfga69smki84o,25,active,yes,ev9ql3x07q7totbxl3gvlidat,92818,604668,Dreux,174,left,72
Kristal,Abazaj,K. Abazaj,Albania,17zsm8shejejls2on1ffil3op,Attacker,player,7/6/1996,Albania,17zsm8shejejls2on1ffil3op,77,active,no,lsksyg91j5bk2wxpu6zx9bs9,241818,1122383,Elbasan,183,left,75
Ritchie Ria Alfons,De Laet,R. De Laet,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,11/28/1988,Belgium,4wbzjcclyefma1ourvjsu4q2j,2,active,yes,1h9jdj5ag99myeoirxzh92od1,46695,411732,Antwerpen,186,right,77
Bruny,Nsimba,B. Nsimba,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,4/5/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,22,active,yes,2hr7skflmxmpiiauz04h185ey,509262,1228956,,181,right,
Moustafa Luete,Ava Dongo,L. Dongo,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Defender,player,1/27/1996,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,12,active,yes,35db7xye7yugblo6w8ce5att6,494393,1205017,Kinshasa,190,right,
Abdoulaye,Seck,A. Seck,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,6/4/1992,Senegal,6hhqyhr5cwq2pfprlazyposyk,4,active,yes,4gglrx5t4kgdqqc51tgfjgz4l,245741,977427,M'Bour,192,right,95
Maxime,Le Marchand,M. Le Marchand,France,7gww28djs405rfga69smki84o,Defender,player,10/11/1989,France,7gww28djs405rfga69smki84o,31,active,no,4jal44qeyp9ur58768qre5uqd,61739,499577,Saint-Malo,181,left,68
Koji,Miyoshi,K. Miyoshi,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,3/26/1997,Japan,lxyibh89lpdc0bfian1nx0xq,19,active,yes,5tsrmx2p5f3mrpwt8gpx4x979,173475,793698,Kawasaki,167,left,64
Lior,Refaelov,L. Refaelov,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,Midfielder,player,4/26/1986,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,11,active,no,5yw1c3i4j9zyt52vomrfbxyol,38498,547411,Or Akiva,175,right,70
Jérémy Pierre Sincère,Gelin,J. Gelin,France,7gww28djs405rfga69smki84o,Defender,player,4/24/1997,France,7gww28djs405rfga69smki84o,26,active,no,666513vr9uqy9sj7amvy8hrdh,217992,896498,Quimper,183,right,77
Dieumerci,Mbokani Bezua,D. Mbokani,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,player,11/22/1985,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,70,active,no,6qfyn1pjgaxk5b6ske3tmt7f9,39472,406317,Kinshasa,185,right,79
Nill,De Pauw,N. De Pauw,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Midfielder,player,1/6/1990,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,14,active,yes,71mkxgtthdox21fwmb3hu0a1h,54533,439853,Kinshasa,180,right,76
Jonathan,Bolingi Mpangi Merikani,J. Bolingi,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,player,6/30/1994,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,,active,no,7bmfyotb0mbfviulw0ucmeqqd,217489,832694,Kinshasa,188,right,74
Davor,Matijaš,D. Matijaš,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,8/23/1999,Croatia,37hlakrwxyuzovaeoo4sezusp,71,active,yes,7qkoogt2mpaqmmwyjgdzqe6zt,458682,974002,Split,188,,
Jordan Zacharie,Lukaku Menama Mokelenge,J. Lukaku,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,7/25/1994,Belgium,4wbzjcclyefma1ourvjsu4q2j,94,active,no,7rsdaye6seke10e1osa18hp05,109353,613835,Antwerpen,177,left,86
Brian Emo,Agbor,B. Agbor,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,6/14/2001,Cameroon,4eb9feio6u267dd1jcwaf38mt,62,active,no,8g1g0ssh8m3lvxjuquov5nk0k,515714,1242951,,,,
Bill,Lathouwers,B. Lathouwers,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,9/18/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,21,active,yes,8r3r6z1khjq55pweqzfqezpm2,459202,1127030,,191,,83
Sander,Coopman,S. Coopman,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,3/12/1995,Belgium,4wbzjcclyefma1ourvjsu4q2j,20,active,yes,8vv90kqjg12snthxi56kj3is5,167542,741122,Ooigem,183,right,66
Didier,Lamkel Zé,D. Lamkel Zé,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,9/17/1996,Cameroon,4eb9feio6u267dd1jcwaf38mt,7,active,yes,8yy638bmdymhzkbrvho3qezft,229395,921379,Bertoua,192,right,78
Júnior Udeme,Pius,J. Pius,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,12/20/1995,Nigeria,63pvdwrsiq5b07mzi8igqei9p,40,active,yes,92tbqo50d66js1i6siz84980l,430822,1058578,Eman,193,right,74
Dragan,Lausberg,D. Lausberg,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,4/29/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,64,active,no,94irx2sx5em8usxasighlw9re,465251,1192129,,185,left,
Zeno,Van Den Bosch,Z. Van Den Bosch,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,7/6/2003,Belgium,4wbzjcclyefma1ourvjsu4q2j,63,active,yes,9gt3izdka3a0nh7r9uazkueqc,531858,1209376,,,,
Cristian,Benavente Bristol,C. Benavente,Peru,2uib9hdovpcye4re2l3omr4dl,Midfielder,player,5/19/1994,Spain,49ih1pwv3ahshdf8uzrimi54c,19,active,no,9ify2ewoplr4t7bnsy5qzyaj9,119404,700822,Alcala de Henares,173,left,68
Felipe Nicolás,Avenatti Dovillabichus,F. Avenatti,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Attacker,player,4/26/1993,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,25,active,no,9n5wjnjloy0c2euwhsu9u1y39,152572,737672,Montevideo,196,left,86
Frank,Thierry Boya,F. Boya,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,7/1/1996,Cameroon,4eb9feio6u267dd1jcwaf38mt,15,active,yes,9rwn5wckqcb5inw1dhhmpj1t5,243483,968773,Douala,190,right,78
Benson,Manuel Hedilazio,B. Manuel,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,3/28/1997,Belgium,4wbzjcclyefma1ourvjsu4q2j,28,active,no,azllk0pyzes3zxzj4z1yzd1p1,183751,825561,Lokeren,178,left,68
Alireza,Safar Beiranvand,A. Beiranvand,Iran,e53g9hr2d3kasm34uumbg8r4,Goalkeeper,player,9/21/1992,Iran,e53g9hr2d3kasm34uumbg8r4,1,active,no,bf1mp1b8eiofiv77euditumz9,201444,569544,Khorramabad,196,right,85
Alexis François,De Sart,A. De Sart,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,11/12/1996,Belgium,4wbzjcclyefma1ourvjsu4q2j,25,active,yes,bm7md4xmtj59f3au70hf25kgl,198541,873736,Waremme,180,right,
Martin,Hongla Yma,M. Hongla Yma,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,3/16/1998,Cameroon,4eb9feio6u267dd1jcwaf38mt,18,active,no,bsi12817nc1ul082qn48d4rft,241127,957173,Yaoundé,181,right,77
Simen,Kristiansen Juklerød,S. Juklerød,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,5/18/1994,Norway,7f16iy4w8u8ogyn6pfooqwv5z,6,active,no,bz2k6xcfh9658rbaex82134yd,224094,914679,Bærum,186,right,80
Louis,Verstraete,L. Verstraete,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,5/4/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,33,active,no,c3ncu35o52jlqpqimfm8w4nop,245036,953326,,186,right,
Chevaughn,Thiam,C. Thiam,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1/22/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,41,active,no,cewawyazkx116mlbsuppwamtw,518321,1250814,,182,,73
Robbe,Quirynen,R. Quirynen,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,11/3/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,18,active,no,cjpcrd2e3exb4k1izyfot4y22,480513,1162538,,182,right,
Faris Dominguere Jenny,Haroun,F. Haroun,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,9/22/1985,Belgium,4wbzjcclyefma1ourvjsu4q2j,38,active,yes,cmgixlole5rprw34uf80r5jp,42471,347107,Brussel,188,right,73
Buduka Dylan,Batubinsika,D. Batubinsika,France,7gww28djs405rfga69smki84o,Defender,player,2/15/1996,France,7gww28djs405rfga69smki84o,21,active,no,cu7kz508a3wm8d5fypmrzxnmd,129505,1059908,Cergy Pontoise,184,right,84
Jae-Ik,Lee,Lee Jae-Ik,Korea Republic,4vzpxtqkiwx0puygnmayr74di,Defender,player,5/21/1999,Korea Republic,4vzpxtqkiwx0puygnmayr74di,3,active,no,defr7nrxpvzhqd1yty43r2v3d,446445,1118831,,185,left,78
Ivo Tiago,dos Santos Rodrigues,Ivo Rodrigues,Portugal,1nbm5i9a0403zzvltn17lxinc,Attacker,player,3/30/1995,Portugal,1nbm5i9a0403zzvltn17lxinc,8,active,no,dh4byuuh5mlyp147iq8cyunkl,204220,787873,Porto,180,right,75
Jules-Anthony,Vilsaint,J. Vilsaint,Canada,1iaoypzp6syf32cz9l15pzp7e,Attacker,player,1/6/2003,Canada,1iaoypzp6syf32cz9l15pzp7e,,active,no,dsb8azg9lfy7wsri3k7nkfhg4,544796,1319647,,,,
Aurélio Gabriel,Ulineia Buta,Aurélio Buta,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,2/10/1997,Angola,3k53bkrjx5zsxchc6e3mcd834,30,active,yes,e91s5lp3fvfaav8w8xi7wdx3p,171356,909254,,171,right,66
Matheus,Borges Domingues,Matheus,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,1/22/1992,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,,active,no,en0bpkesjohayb9uasd20gkph,180116,1064630,Americana,192,left,87
Birger Danny,Verstraete,B. Verstraete,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,4/16/1994,Belgium,4wbzjcclyefma1ourvjsu4q2j,5,active,no,ezg4lhvy2z4pkyvfrmi17y11x,108155,628863,Oostende,175,right,65
Ivan,Pavlić,I. Pavlić,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,11/10/2001,Netherlands,6hzi5pltnz67q4la8yli9qfv6,48,active,no,j95dlnrqf9n5x1zvt2gumvbo,531857,1273665,,,,
Nana Opoku,Ampomah,N. Ampomah,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,1/2/1996,Ghana,2q2sw72utw5gu9t5y4knckwba,23,active,yes,mno6n0h2ckafrv84gqcl31t5,230095,922864,Tema,176,right,68
Ruben,Geeraerts,R. Geeraerts,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,7/8/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,49,active,no,ozjxrgo5mft93kc7e9ohpwmi,494749,1207309,,,,
Jean,Butez,J. Butez,France,7gww28djs405rfga69smki84o,Goalkeeper,player,6/8/1995,France,7gww28djs405rfga69smki84o,46,active,yes,r0hm6ahwcvdu57bgfi5zkslx,201559,846131,Lille,188,right,70
Jonathon Patrick,Flanagan,J. Flanagan,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1/1/1993,England,1fk5l4hkqk12i7zske6mcqju6,20,active,no,19x7f4ka6pf0zygdh8zjlfwt1,91979,580921,Liverpool,181,right,79
Nicolas,Penneteau,N. Penneteau,France,7gww28djs405rfga69smki84o,Goalkeeper,player,2/28/1981,France,7gww28djs405rfga69smki84o,1,active,no,1ccqekgbdyx9g90vaodi7qw9h,6467,347554,Marseille,185,left,78
Adama,Niane,A. Niane,Mali,d0v29nncgikdswlxpdq553zz,Attacker,player,6/16/1993,Mali,d0v29nncgikdswlxpdq553zz,9,active,no,1k8ksuhl51xx85e7rgdkqxlg5,149035,739201,Bamako,183,right,71
Cedric,Kipre,C. Kipre,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,12/9/1996,France,7gww28djs405rfga69smki84o,33,active,no,2b74xsn3rji7ch896z31h4t0p,183015,893713,Paris,193,right,
Amine,Benchaib,A. Benchaib,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,6/18/1998,Belgium,4wbzjcclyefma1ourvjsu4q2j,34,active,yes,2jdqgegksd1hreeqf4phdnsru,431108,1061314,Ghent,181,right,
Jackson,Tchatchoua,J. Tchatchoua,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,6/22/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,29,active,no,39bcswfqnpa07b4afevezejo4,523705,1264753,,,,
Joachim,Imbrechts,J. Imbrechts,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,10/9/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,14,active,no,3erazo7mu37w7uszk0z7k1uui,441629,1063782,Marcq-en-Barœul,196,right,82
Massimo,Bruno,M. Bruno,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,9/17/1993,Belgium,4wbzjcclyefma1ourvjsu4q2j,77,active,no,3pr51w08wkrl03rpafmsouj85,91664,593008,Boussu,178,right,74
Valentin,Baume,V. Baume,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1/25/1997,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,no,48sqs96cg2zsc5eefexba1ec5,201661,852376,Charleroi,185,,73
Joris,Kayembe Ditu,J. Kayembe,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,8/8/1994,Belgium,4wbzjcclyefma1ourvjsu4q2j,12,active,yes,4pbx40gvdmacim2n0k2qt41cl,184449,826162,Brussel,182,left,73
Dorian,Dessoleil,D. Dessoleil,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,8/7/1992,Belgium,4wbzjcclyefma1ourvjsu4q2j,24,active,yes,54y1k9ysgdtdvv9ss72ruxiad,95733,684475,Charleroi,188,right,66
Jean Thierry Lazare,Amani,L. Amani,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,3/7/1998,Côte d'Ivoire,tin6kf561ywonqan0mettr98,20,active,no,5j13tgvpwi7m3y6rjd8q08tt5,231955,921135,Diégonéfla,172,,
Guillaume Olivier,Gillet,G. Gillet,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,3/9/1984,Belgium,4wbzjcclyefma1ourvjsu4q2j,30,active,yes,5xx5u9s3zv5oqjt0y9f0va4lx,42586,347080,Liège,186,right,81
Yunus,Bahadır,Y. Bahadır,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,8/7/2002,Belarus,2vn7xzv9g752y1h5ufjzr27i8,42,active,yes,6kj443s336s511skxi5g3x6ju,465249,1191913,Liège,170,right,
Cristophe,Diandy,C. Diandy,Senegal,6hhqyhr5cwq2pfprlazyposyk,Midfielder,player,11/25/1990,Senegal,6hhqyhr5cwq2pfprlazyposyk,13,active,no,6lr5jiijvl6j083ry7nj7emt,77266,510395,Dakar,186,left,77
Ken,Nkuba Tshiend,K. Nkuba,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1/21/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,28,active,yes,6n1rvd0axpp159h9wkkd7lwfe,469120,1147542,,173,,70
Stergos,Marinos,S. Marinos,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,9/17/1987,Greece,6lpgd60z890no2v46zdecrcss,17,active,no,6snjjytv7712bnj893ovhfkyd,66831,510122,Kos,178,right,71
David Boris Philippe,Henen,D. Henen,Togo,3jiuckrqd0zejkm452st5dyq7,Midfielder,player,4/19/1996,Belgium,4wbzjcclyefma1ourvjsu4q2j,7,active,no,6t7ezta9mftdtk20pgxa30r85,179615,784960,Libramont-Chevigny,185,right,73
Levi,Malungu,L. Malungu,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,6/12/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,99,active,no,7ctw5n27hwbomtnltmd5qryms,523103,1262835,,,,
Lucas,Ribeiro Costa,Lucas Ribeiro,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,10/9/1998,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,,active,no,7wlwd9yo0z03djo89wilufmne,458472,1127247,Santa Helena,181,left,
Ali,Gholizadeh,A. Gholizadeh,Iran,e53g9hr2d3kasm34uumbg8r4,Midfielder,player,3/10/1996,Iran,e53g9hr2d3kasm34uumbg8r4,8,active,yes,7xw0h0pegzhoix5hb4hipj2l1,173294,795048,Namin,176,left,72
Parfait,Mandanda,P. Mandanda,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Goalkeeper,player,11/10/1989,France,7gww28djs405rfga69smki84o,,active,no,83f11lxb9vkodn5wnfmnzxqs5,121045,632195,Nevers,183,right,78
Kaveh,Rezaei,K. Rezaei,Iran,e53g9hr2d3kasm34uumbg8r4,Attacker,player,4/5/1992,Iran,e53g9hr2d3kasm34uumbg8r4,10,active,no,894epfug7bius5olw3b4mqrpx,223320,569594,Eslamabad-e Gharb,185,right,74
Marco,Ilaimaharitra,M. Ilaimaharitra,Madagascar,4pidpq12frm06h0wij6mzhhdz,Midfielder,player,7/26/1995,France,7gww28djs405rfga69smki84o,26,active,yes,8zz5lnxo7twq8ntb7e0qfvbv9,173906,795867,Mulhouse,177,right,77
Théo,Gécé,T. Gécé,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,3/14/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,no,94m52so1qmqjtmgxtbzgqmsyc,532502,1275159,,,,
Mamadou,Fall,M. Fall,Senegal,6hhqyhr5cwq2pfprlazyposyk,Midfielder,player,12/31/1991,Senegal,6hhqyhr5cwq2pfprlazyposyk,27,active,yes,9jpxgl28blgb6snm8yablg6ad,231201,921028,,184,right,70
Steeven,Willems,S. Willems,France,7gww28djs405rfga69smki84o,Defender,player,8/31/1990,France,7gww28djs405rfga69smki84o,23,active,yes,9k43lnbu6jj5qc71utzuh6dw5,153351,724859,Seclin,180,left,75
Łukasz,Teodorczyk,Ł. Teodorczyk,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,6/3/1991,Poland,27baqb7359ywdvsxxklx1kn11,91,active,no,9obgkrm9rinepm9gvctcie5ed,88768,600141,Żuromin,185,right,76
Gjoko,Zajkov,G. Zajkov,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Defender,player,2/10/1995,North Macedonia,1lesyxylc5eza0a4z87t9azcc,6,active,yes,9okfvgekslb9rsnybu72sfjkl,126048,831106,Skopje,186,right,78
Maxime,Busi,M. Busi,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,10/14/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,42,active,no,afymbx9eo87zau8mo99pakbu,459897,1128811,Liège,182,right,75
Younes,Delfi,Y. Delfi,Iran,e53g9hr2d3kasm34uumbg8r4,Midfielder,player,10/2/2000,Iran,e53g9hr2d3kasm34uumbg8r4,70,active,no,b712qhofdzej1ochl3r7u8ag9,248026,954582,Shush,184,right,
Shamar Amaro,Nicholson,S. Nicholson,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,3/16/1997,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,16,active,yes,bye93n1zk8m2rjf3k89k41eqd,247163,971013,Kingston,192,right,74
Rémy,Descamps,R. Descamps,France,7gww28djs405rfga69smki84o,Goalkeeper,player,6/25/1996,France,7gww28djs405rfga69smki84o,40,active,no,ctygavkrblcxra880nwej0bf9,213199,909174,Marcq-en-Barœul.,194,left,74
Reda,Akbib,R. Akbib,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,1/29/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,29,active,yes,d6eokl16oo91buvbuvlwuv3oq,500221,1206938,,,,
Anthony,Descotte,A. Descotte,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,8/3/2003,Belgium,4wbzjcclyefma1ourvjsu4q2j,15,active,yes,d7ml58kwwpetvnw46qja9ru5m,499036,1189452,Descotte,179,,75
Ryota,Morioka,R. Morioka,Japan,lxyibh89lpdc0bfian1nx0xq,Midfielder,player,4/12/1991,Japan,lxyibh89lpdc0bfian1nx0xq,44,active,yes,e2nb1takpw6q7f6txp8xbfkk5,196112,540336,Jōyō,180,right,70
Modou,Diagne,M. Diagne,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,1/3/1994,Senegal,6hhqyhr5cwq2pfprlazyposyk,5,active,no,edbr80xdpo7e7o5cshemh9t5h,170034,832651,,188,right,74
Saido,Berahino,S. Berahino,Burundi,5d7e5052i0sb4wwloukhpafuu,Attacker,player,8/4/1993,Burundi,5d7e5052i0sb4wwloukhpafuu,38,active,no,elkryb3hodglr6wu0rh4uoslx,91972,580910,Bujumbura,180,right,82
Franck Cédric,Tsadjout,F. Tsadjout,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,7/28/1999,Italy,25f2cmb2r8mk5rj92tzer6kvv,18,active,no,enopqyya6qq64lvliw7lw0s4q,446039,1104960,Perugia,190,right,75
Ivan,Goranov,I. Goranov,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Defender,player,6/10/1992,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,2,active,no,tjkamnxlrxbb4ts71pckaz85,103381,564953,Velingrad,178,left,70
Darly,Nlandu,D. Nlandu,France,7gww28djs405rfga69smki84o,Midfielder,player,7/14/2000,France,7gww28djs405rfga69smki84o,39,active,no,1b8xyu9m906cwz5bykypdzn55,492842,1229800,,,,
Marko,Bakić,M. Bakić,Montenegro,1411jebgwo2ja1erogsq81lg9,Midfielder,player,11/1/1993,Montenegro,1411jebgwo2ja1erogsq81lg9,10,active,yes,2123hac2wkn4k37d8a5dk79p1,96886,708740,Budva,186,right,78
Nick,Gillekens,N. Gillekens,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,7/5/1995,Belgium,4wbzjcclyefma1ourvjsu4q2j,34,active,yes,2aemkadh3bhtgm5db8r89pvit,185738,745626,Leuven,186,right,
Deni,Hočko,D. Hočko,Montenegro,1411jebgwo2ja1erogsq81lg9,Midfielder,player,4/22/1994,Montenegro,1411jebgwo2ja1erogsq81lg9,6,active,no,2da0kujwwgv9ts7unqmfhui8l,126633,1090839,Cetinje,175,right,
Alessandro,Ciranni,A. Ciranni,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,6/28/1996,Belgium,4wbzjcclyefma1ourvjsu4q2j,13,active,no,2s28r7f625hrj5fioyxn6apd5,219064,836000,Genk,172,both,66
Dylan,Seys,D. Seys,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,9/26/1996,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,no,36mf8o2hiqglvy84gjb975qll,200204,879458,Kortrijk,168,both,73
Bruno Alexandre,Vieira Almeida,Bruno Xadas,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,12/2/1997,Portugal,1nbm5i9a0403zzvltn17lxinc,23,active,no,3bysj69bufnbqx70q6ufzat49,229679,977246,Oliveira de Azeméis,179,left,72
Babacar,Dione,B. Dione,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,3/22/1997,Belgium,4wbzjcclyefma1ourvjsu4q2j,17,active,yes,3h7lqanl80a6lqsgoyzn3k7ah,423866,1064272,,167,left,
